,Year_Built,Size,opex_sqft_month,WalkScore,TransitScore,geohash,EstRentableArea,EstValue,Cap_Rate_Iss,Ownership,AirCon,Pool,Condition,constructionType,parkingType,numberOfBuildings,propertyTaxAmount,taxRate,zrent_median,mos_since_last_sale,Median_Home_Value_2019,Area_per_unit,Revenue_per_sqft_month
1233,1974.0,72.0,0.49,55.0,39.24075664319679,9vff6,63632.0,2080000.0,0.0787786538461538,N,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,120541.78,0.07163285442576246,1362.5,30.116843410418344,190800.0,883.7777777777778,1.005
1234,1973.0,62.0,0.48750000000000004,69.0,46.0,9v6sb,39396.0,2400000.0,0.0772856459330143,Y,NONE,COMMERCIAL,AVERAGE,WOOD,UNKNOWN,1.0,94685.54,0.07163285442576246,2100.0,187.8859967811241,301200.0,635.4193548387096,2.3649999999999998
1245,1972.0,42.0,0.49,69.0,44.0,9v6s3,21678.0,1750000.0,0.0773470896551724,N,NONE,NONE,AVERAGE,WOOD/BRICK,UNKNOWN,1.0,95551.75,0.07163285442576246,2300.0,25.81285359543241,321200.0,516.1428571428571,3.0866666666666673
1247,1964.0,60.0,0.61,56.0,5.125,9vg47,47073.0,1825000.0,0.0781825605536332,N,CENTRAL,Yes,FAIR,WOOD,UNKNOWN,1.0,93388.3,0.07163285442576246,1874.5,59.78480373814582,651600.0,784.55,1.44
1259,1979.0,24.0,0.63,73.0,42.0,9t9pk,19704.0,1400000.0,0.0580633714285714,N,HEAT PUMP,NONE,UNKNOWN,WOOD/STEEL,UNKNOWN,5.0,7422.66,0.07163285442576246,1311.0,215.08984080256192,181000.0,821.0,1.4975
1260,1964.0,24.0,0.495,85.0,51.0,9vk1j,22269.0,1147000.0,0.0704241071428571,Y,CENTRAL,NONE,GOOD,WOOD/STEEL,GARAGE,4.0,53093.48,0.07163285442576246,1800.0,116.85373739181428,545700.0,927.875,2.0006666666666666
1261,1986.0,30.0,0.21,42.0,42.0,9t9ps,15564.0,1160000.0,0.0679238938053097,N,HEAT PUMP,Yes,AVERAGE,WOOD/STEEL,SHARED/COMMON,3.0,14221.0,0.01825151515151515,1225.0,3.9972105637479816,121500.0,518.8,2.0915333333333335
1264,1965.0,15.0,0.6,88.0,70.0,9vk1j,12938.0,990000.0,0.07049286500036861,N,CENTRAL,INDOOR,AVERAGE,WOOD/STEEL,CARPORT,3.0,38047.63,0.07163285442576246,1800.0,83.27604585810721,190800.0,862.5333333333333,2.0006666666666666
1275,1973.0,16.0,0.34,53.0,49.0,9v6sb,13378.0,1150000.0,0.0738780487804878,N,NONE,NONE,AVERAGE,WOOD,UNKNOWN,1.0,40767.46,0.07163285442576246,1900.0,91.55547664724047,264300.0,836.125,2.3649999999999998
1277,1956.0,12.0,0.49,75.0,48.0,9vg4w,8096.0,815000.0,0.0692441717791411,Y,CENTRAL,NONE,AVERAGE,WOOD,UNKNOWN,1.0,21499.64,0.07163285442576246,1595.0,117.1822862326529,321100.0,674.6666666666666,1.34
1278,1956.0,15.0,0.25,24.0,24.962500000000002,9tbny,8268.0,1110000.0,0.0712621341463414,N,EVAP COOLER,NONE,AVERAGE,STEEL/WOOD,UNKNOWN,6.0,4812.64,0.155,1450.0,123.52327886083827,81400.0,551.2,2.026666666666667
1279,1985.0,24.0,0.7475,24.0,27.210526315789473,9tbqp,19662.0,1520000.0,0.0632486842105263,Y,PACKAGE,NONE,AVERAGE,STEEL/WOOD,UNKNOWN,5.0,11149.46,0.124,2295.0,188.80593353547226,159500.0,819.25,2.3000000000000003
1283,1980.0,20.0,0.22,77.0,43.0,9t9p7,9594.0,700000.0,0.0794980714285714,N,PACKAGE,SPA,AVERAGE,WOOD/STEEL,UNKNOWN,3.0,7076.48,0.07163285442576246,1200.0,186.14468792467943,160200.0,479.7,1.1
1288,1969.0,12.0,0.32,58.0,39.24075664319679,9vhwd,12652.0,540000.0,0.0899104528301886,Y,CENTRAL,NONE,POOR,FRAME,ATTACHED,1.0,9421.98,0.07163285442576246,1800.0,74.99661506897397,190800.0,1054.3333333333333,1.23
1305,1963.0,16.0,0.53,68.0,48.0,9q5bu,15360.0,800000.0,0.096995,N,NONE,NONE,EXCELLENT,WOOD,UNKNOWN,1.0,51927.44,0.01653846153846154,1924.0,49.53407990398084,190800.0,960.0,1.8009090909090908
1306,1938.0,20.0,0.5033333333333333,64.0,46.0,9q5fh,20735.0,1750000.0,0.0818102857142857,N,NONE,NONE,GOOD,WOOD,UNKNOWN,4.0,22817.33,0.006136363636363637,2600.0,120.00780626386504,1050400.0,1036.75,1.8814285714285717
1313,1979.0,292.0,0.41500000000000004,37.0,52.0,9vk4m,203678.0,4315000.0,0.1026593279258401,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,20.0,312865.62,0.07163285442576246,1800.0,82.09327003108818,190800.0,697.527397260274,2.55
1331,1965.0,36.0,0.49,68.0,26.0,9qh0f,29219.0,1620000.0,0.076403086419753,Y,NONE,Yes,GOOD,WOOD,ON SITE,1.0,28078.73,0.017,3995.0,286.3520843804588,448400.0,811.6388888888889,1.37
1335,1983.0,112.0,0.49,55.0,39.0,9v67y,77220.0,3600000.0,0.0759791666666666,Y,NONE,COMMERCIAL,AVERAGE,WOOD,UNKNOWN,11.0,298422.69,0.07163285442576246,3037.5,174.1198003499859,190800.0,689.4642857142857,1.4733333333333334
1351,1986.0,160.0,0.42333333333333334,48.0,6.888888888888889,djmu5,137825.0,11700000.0,0.0552018641025641,N,CENTRAL,Yes,AVERAGE,WOOD FRAME/METAL,UNKNOWN,11.0,252989.12,0.018,1277.0,205.03624627290012,190800.0,861.40625,2.2725
1358,1974.0,0.0,7.81,43.0,33.0,dhwgk,843.0,18000000.0,0.0649173333333333,Y,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,1.0,1783.49,0.016,4000.0,120.00780626386504,331400.0,772.4381404550685,2.84
1359,1956.0,0.0,24.38,43.0,54.0,dhwfh,2594.0,10700000.0,0.0574782242990654,N,NONE,COMMERCIAL,LOW,CONCRETE BLOCK,UNKNOWN,1.0,9537.54,0.019,2600.0,102.13474932224406,369200.0,772.4381404550685,1.2075
1360,1966.0,0.0,0.38999999999999996,73.0,12.0,dhwfh,890.0,10200000.0,0.0576238235294117,N,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,1.0,494.96,0.01,2500.0,120.00780626386504,634100.0,772.4381404550685,1.2075
1363,1969.0,0.0,0.34,46.0,31.0,djmu5,210264.0,7900000.0,0.0797788607594936,N,CENTRAL,NONE,AVERAGE,MASONRY,UNKNOWN,32.0,174991.58,0.017,1330.0,95.49806273730391,190800.0,772.4381404550685,2.2725
1364,1970.0,0.0,0.44,35.0,32.0,djmuz,204284.0,7800000.0,0.0896120512820512,N,CENTRAL,NONE,AVERAGE,MASONRY,UNKNOWN,19.0,194975.26,0.018,1032.0,49.30409571539381,151900.0,772.4381404550685,6.01
1375,1974.0,0.0,0.34,32.0,22.0,djmup,55170.0,2100000.0,0.0875914285714285,Y,CENTRAL,Yes,AVERAGE,MASONRY,UNKNOWN,8.0,57071.95,0.016,1556.0,225.93195255023642,81000.0,772.4381404550685,1.7400000000000002
1381,1967.0,11.0,0.6362500000000001,90.0,55.0,9q5cg,7424.0,1215000.0,0.0589275720164609,Y,YES,NONE,UNKNOWN,WOOD,UNKNOWN,2.0,15102.8,0.013,2695.0,144.25471071775524,623100.0,674.9090909090909,1.7671428571428571
1449,1962.0,18.0,0.72,93.0,45.0,9musr,7520.0,1725000.0,0.06870265369056998,N,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,1.0,31829.98,0.007666666666666665,2875.0,9.549685973920676,320000.0,417.77777777777777,1.5979999999999999
1459,1971.0,29.0,0.6362500000000001,93.0,63.0,9q5cg,18882.0,3175000.0,0.0444699212598425,Y,CENTRAL,NONE,UNKNOWN,WOOD,UNKNOWN,1.0,57846.01,0.013,2667.0,112.51689269274448,637300.0,651.1034482758621,1.7671428571428571
1474,1955.0,33.0,0.6362500000000001,91.0,60.0,9q5cg,21122.0,3200000.0,0.0488928125,Y,YES,POOL,UNKNOWN,WOOD,UNKNOWN,1.0,24123.35,0.014,2619.0,120.00780626386504,455200.0,640.060606060606,1.7671428571428571
1502,2017.0,32.0,0.5,45.0,3.5333333333333328,9vk6h,28100.0,1240000.0,0.0734508064516129,Y,CENTRAL,NONE,AVERAGE,WOOD/STEEL,OFF STREET,3.0,14692.37,0.01825151515151515,1800.0,75.02946995305783,190800.0,878.125,2.0915333333333335
1512,1986.0,424.0,0.49,24.0,39.24075664319679,9tc04,352158.0,22025000.0,0.0647034279228149,N,PACKAGE,Yes,UNKNOWN,WOOD/STEEL,SHARED/COMMON,32.0,321691.15,0.07163285442576246,1500.0,65.79724752549258,190800.0,830.561320754717,1.3900000000000001
1524,2008.0,340.0,0.49,40.0,15.0,9tbnu,327311.0,28300000.0,0.07475701641451775,Y,NONE,NONE,GOOD,WOOD/STEEL,DETACHED,21.0,369381.94,0.01825151515151515,1796.0,148.85439448949595,171500.0,962.6794117647058,2.0915333333333335
1544,1980.0,192.0,0.1,44.0,3.185185185185185,9vk4u,144380.0,5800000.0,0.06682752656962973,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,14.0,129296.96,0.07163285442576246,1800.0,75.19374437347714,190800.0,751.9791666666666,1.4689999999999999
1607,1924.0,5.0,0.44999999999999996,65.0,30.0,9q5bn,4144.0,610000.0,0.0414524590163934,Y,YES,NONE,AVERAGE,FRAME,UNKNOWN,2.0,9927.38,0.013,1800.0,19.20902189457613,406500.0,828.8,1.9143750000000004
1612,1984.0,224.0,0.37,26.0,39.24075664319679,9vfff,185047.0,9400000.0,0.0722236170212766,Y,NONE,Yes,UNKNOWN,UNKNOWN,CARPORT,1.0,536555.25,0.07163285442576246,1725.0,120.00780626386504,190800.0,826.1026785714286,1.715
1617,2000.0,208.0,1.085,32.0,39.24075664319679,9vg16,188600.0,19600000.0,0.0570648923469387,N,CENTRAL,NONE,GOOD,WOOD,UNKNOWN,2.0,743108.91,0.07163285442576246,925.0,17.533422806299164,190800.0,906.7307692307693,1.9466666666666665
1620,1990.0,36.0,0.6552631578947368,93.0,61.0,9q5cf,37301.0,10800000.0,0.0471146296296296,N,NONE,NONE,GOOD,WOOD,UNKNOWN,1.0,153686.12,0.004418604651162793,2567.5,145.4374865447743,190800.0,1036.138888888889,2.188571428571428
1689,1984.0,224.0,0.5449999999999999,24.0,29.5,9tbq8,71807.0,6200000.0,0.0766145161290322,Y,PACKAGE,NONE,AVERAGE,STEEL/WOOD,GARAGE,7.0,41654.84,0.176,1516.5,14.379353934248403,74400.0,320.5669642857143,2.2381818181818187
1691,1983.0,219.0,0.46,51.0,39.24075664319679,9vk3q,178630.0,7125000.0,0.0820085614035087,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,18.0,58143.27,0.07163285442576246,1800.0,128.15581751666284,190800.0,815.662100456621,1.1985714285714286
1694,1983.0,280.0,0.45999999999999996,66.0,12.411764705882353,9v7cm,206020.0,12300000.0,0.0704637398373983,Y,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,16.0,173901.86,0.07163285442576246,1800.0,134.1682613040096,427400.0,735.7857142857143,1.6849999999999998
1731,1972.0,76.0,0.5449999999999999,24.0,29.5,9tbq8,65402.0,1825000.0,0.0854098630136986,Y,PACKAGE,NONE,AVERAGE,STEEL/WOOD,UNKNOWN,5.0,29836.06,0.176,1495.0,77.3950216070959,159400.0,860.5526315789474,2.2381818181818187
1733,1971.0,76.0,0.47666666666666657,24.0,45.285714285714285,9tbqh,61056.0,3800000.0,0.0728513157894736,Y,PACKAGE,NONE,AVERAGE,STEEL/WOOD,UNKNOWN,11.0,36184.94,0.132,1816.0,207.99318584044772,232800.0,803.3684210526316,1.7200000000000002
1735,1978.0,145.0,0.6475,60.0,8.8125,9vg5n,114624.0,3310000.0,0.0911347432024169,N,CENTRAL,NONE,AVERAGE,WOOD,UNKNOWN,1.0,149768.11,0.07163285442576246,1450.0,71.77683642875549,190800.0,790.5103448275862,1.9906666666666666
1740,1980.0,100.0,0.49,61.0,39.24075664319679,9vffy,77148.0,2790000.0,0.0864716845878136,N,NONE,Yes,UNKNOWN,UNKNOWN,UNKNOWN,1.0,133163.94,0.07163285442576246,1495.0,41.287503998931456,152200.0,771.48,1.2033333333333334
1748,1969.0,72.0,0.5,67.0,8.166666666666666,9vg5q,66347.0,2310000.0,0.0782852813852813,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,83626.72,0.07163285442576246,1450.0,5.081421738515431,226500.0,921.4861111111111,1.7758333333333332
1752,1971.0,58.0,0.5800000000000001,64.0,39.0,9t9pe,48027.0,2250000.0,0.0742373333333333,N,PACKAGE,GUNITE,AVERAGE,MASONRY,SHARED/COMMON,9.0,25427.43,0.07163285442576246,1225.0,44.2772984505629,251400.0,828.051724137931,1.2285714285714284
1756,1970.0,53.0,0.4,70.0,44.0,9t9pm,42717.0,2053000.0,0.0836989771066731,N,PACKAGE,Yes,AVERAGE,MASONRY,UNKNOWN,7.0,18194.86,0.07163285442576246,1195.0,7.676957581140536,159300.0,805.9811320754717,1.1657142857142857
1762,1977.0,77.0,0.6475,59.0,8.8125,9vg5n,58615.0,1770000.0,0.0992525423728813,N,CENTRAL,NONE,AVERAGE,WOOD,UNKNOWN,1.0,73925.76,0.07163285442576246,1437.0,91.19407292231799,65300.0,761.2337662337662,1.9906666666666666
1765,1979.0,34.0,0.5449999999999999,29.0,39.0,9tbq8,26428.0,1600000.0,0.06998625,Y,PACKAGE,NONE,AVERAGE,CONCRETE,UNKNOWN,9.0,41823.62928571429,0.08432142857142856,1500.0,149.34721775075388,91900.0,777.2941176470588,2.2381818181818187
1766,1999.0,64.0,0.36,73.0,6.666666666666667,9vg4c,37040.0,1500000.0,0.0924186666666666,N,CENTRAL,NONE,GOOD,CONCRETE,UNKNOWN,2.0,27834.32,0.07163285442576246,810.0,183.74628138655748,166900.0,578.75,1.5533333333333335
1770,1961.0,56.0,0.31,64.0,39.24075664319679,9vg42,29814.0,1450000.0,0.097331724137931,Y,CENTRAL,NONE,GOOD,WOOD,UNKNOWN,2.0,61128.34,0.07163285442576246,1100.0,73.22245132844542,81000.0,532.3928571428571,0.98
1774,1979.0,26.0,0.5987499999999999,24.0,39.974944444444446,9tbq9,20530.0,1508000.0,0.0667155172413793,Y,NONE,NONE,AVERAGE,CONCRETE,UNKNOWN,4.0,9590.68,0.153,1595.0,60.31048188348761,190800.0,789.6153846153846,1.7129411764705882
1775,1976.0,41.0,0.49,48.0,39.24075664319679,9vhr2,33290.0,1300000.0,0.0901730769230769,N,CENTRAL,NONE,UNKNOWN,UNKNOWN,UNKNOWN,5.0,42848.8,0.07163285442576246,1800.0,120.00780626386504,151900.0,811.9512195121952,1.02
1779,1971.0,62.0,0.49,38.0,39.24075664319679,9vg4j,43056.0,1100000.0,0.0747154545454545,Y,CENTRAL,NONE,POOR,WOOD,UNKNOWN,1.0,43526.86,0.07163285442576246,2116.5,66.94716846842776,55800.0,694.4516129032259,4.62
1781,1956.0,51.0,0.58,66.0,63.0,9vk1t,34996.0,1075000.0,0.1049302325581395,N,CENTRAL,NONE,AVERAGE,WOOD/STEEL,OFF STREET,5.0,60721.91,0.07163285442576246,1800.0,42.831683550872974,111200.0,686.1960784313726,2.215
1784,1972.0,36.0,0.48750000000000004,54.0,46.0,9v6sb,26280.0,950000.0,0.0828778947368421,Y,NONE,COMMERCIAL,AVERAGE,WOOD/BRICK,UNKNOWN,1.0,74380.38,0.07163285442576246,1975.0,91.62118641540819,301200.0,730.0,2.3649999999999998
1792,1970.0,24.0,0.28500000000000003,48.0,39.0,9vk0z,23030.0,680000.0,0.0994088235294117,N,CENTRAL,YES,FAIR,WOOD/STEEL,OFF STREET,3.0,19506.21,0.07163285442576246,1800.0,73.61670993745176,92600.0,959.5833333333334,1.6716666666666669
1800,1958.0,16.0,0.6,74.0,43.0,9vg4t,9500.0,500000.0,0.093606,N,CENTRAL,NONE,GOOD,WOOD,UNKNOWN,1.0,21631.53,0.07163285442576246,2000.0,111.13698756122227,321100.0,593.75,2.0728125000000004
1816,1964.0,60.0,0.6100000000000001,82.0,52.0,9v6s2,42300.0,2450000.0,0.0593975510204081,Y,NONE,COMMERCIAL,AVERAGE,WOOD,UNKNOWN,1.0,173916.65,0.07163285442576246,2400.0,173.72554174097957,347800.0,705.0,2.0846666666666662
1817,1964.0,60.0,0.6100000000000001,82.0,52.0,9v6s2,42300.0,2120000.0,0.0970702830188679,Y,NONE,COMMERCIAL,AVERAGE,WOOD,UNKNOWN,1.0,173916.65,0.07163285442576246,2385.0,173.72554174097957,347800.0,705.0,2.0846666666666662
1826,1984.0,160.0,0.48750000000000004,73.0,47.0,9v6sb,130292.0,8240000.0,0.0688760823181223,N,NONE,COMMERCIAL,AVERAGE,WOOD,UNKNOWN,9.0,512172.56,0.07163285442576246,1950.0,43.68591053705339,190800.0,814.325,2.3649999999999998
1832,1963.0,77.0,0.33999999999999997,95.0,50.0,9vk1h,59802.0,3060000.0,0.0913892156862745,N,CENTRAL,Yes,GOOD,WOOD/STEEL,GARAGE,9.0,181341.82,0.07163285442576246,1800.0,45.62434869800125,190800.0,776.6493506493506,2.3075
1833,1970.0,60.0,0.49,40.0,39.24075664319679,9vg63,47872.0,1250000.0,0.0878408,N,CENTRAL,NONE,AVERAGE,WOOD,UNKNOWN,1.0,158214.55,0.07163285442576246,846.0,102.59471769941813,140500.0,797.8666666666667,1.1
1839,1969.0,75.0,0.465,52.0,7.181818181818182,9vg4x,40810.0,1700000.0,0.0917064705882352,N,CENTRAL,NONE,AVERAGE,WOOD,UNKNOWN,1.0,51638.68,0.07163285442576246,1300.0,201.3236443714237,190800.0,544.1333333333333,1.7733333333333332
1846,1985.0,240.0,0.14,62.0,35.0,dhvr4,232191.0,10100000.0,0.0836349504950495,N,CENTRAL,COMMERCIAL,AVERAGE,WOOD,ATTACHED,11.0,400693.52,0.02,1895.0,47.16852824994277,210400.0,967.4625,1.952
1883,1984.0,264.0,0.4,58.0,26.0,9vg53,185998.0,11600000.0,0.07420820554428664,N,CENTRAL,NONE,GOOD,WOOD,UNKNOWN,1.0,693305.18,0.07163285442576246,1750.0,79.85913791338555,285700.0,704.5378787878788,1.569
1887,1986.0,236.0,0.33,25.0,30.0,9vg5u,204866.0,12975000.0,0.0659035838150289,N,NONE,Yes,UNKNOWN,UNKNOWN,CARPORT,2.0,337562.68,0.07163285442576246,1275.0,79.85913791338555,190800.0,868.0762711864406,2.5374999999999996
1916,1985.0,82.0,0.49,31.0,46.233333333333334,dhvwb,61298.0,2600000.0,0.0898530769230769,Y,CENTRAL,Yes,AVERAGE,FRAME/MASONRY,UNKNOWN,8.0,89263.43,0.018,2270.0,120.00780626386504,217000.0,747.5365853658536,2.4726666666666666
1917,1973.0,128.0,0.39,70.0,46.0,djn15,87890.0,2700000.0,0.0904977777777777,N,PACKAGE,Yes,POOR,UNKNOWN,UNKNOWN,5.0,116081.79,0.015,2114.5,15.496419993099714,190800.0,686.640625,2.8266666666666667
1918,1985.0,101.0,0.49,20.0,21.0,djmu4,78192.0,2600000.0,0.0890473076923076,N,CENTRAL,NONE,AVERAGE,WOOD FRAME/METAL,GARAGE,14.0,37640.91,0.01,1345.0,226.32621115924277,210700.0,774.1782178217821,1.08
1919,1961.0,130.0,0.3375,64.0,40.0,9q5bg,50468.0,2600000.0,0.122565,N,NONE,Yes,EXCELLENT,WOOD,PAVED,1.0,196142.4,0.005740740740740741,2885.0,16.416356747447853,190800.0,388.2153846153846,1.8364285714285715
1922,1985.0,128.0,0.49,33.0,42.0,9tbq4,139750.0,2000000.0,0.085537,Y,PACKAGE,NONE,AVERAGE,TILT-UP CONCRETE,GARAGE,10.0,70969.26,0.01825151515151515,1619.5,120.00780626386504,178200.0,1091.796875,2.0915333333333335
1949,1970.0,556.0,0.42,24.0,28.142857142857142,9tbqe,503178.0,45975000.0,0.0524316113104948,Y,PACKAGE,NONE,AVERAGE,CONCRETE,GARAGE,17.0,159320.78,0.096,1797.0,262.00661527431697,964200.0,904.9964028776978,1.2266666666666666
1950,1970.0,556.0,0.42,24.0,28.142857142857142,9tbqe,503178.0,27500000.0,0.0570351272727272,Y,PACKAGE,NONE,AVERAGE,CONCRETE,GARAGE,17.0,159320.78,0.096,1800.0,262.00661527431697,964200.0,904.9964028776978,1.2266666666666666
2013,1984.0,150.0,0.8344444444444444,41.0,7.619047619047619,9vg5s,136000.0,7600000.0,0.0908234210526315,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,293662.92,0.07163285442576246,1595.0,143.03908000665237,170700.0,906.6666666666666,1.7690000000000001
2036,1972.0,296.0,0.11,48.0,39.0,dhvrk,329694.0,16850000.0,0.055927299703264,N,CENTRAL,COMMERCIAL,AVERAGE,FRAME/MASONRY,UNKNOWN,36.0,409710.23,0.021,1650.0,87.38290636858997,102900.0,1113.831081081081,1.6725
2043,1995.0,148.0,0.49,45.0,39.24075664319679,9vg5b,161856.0,8900000.0,0.0608297752808988,Y,CENTRAL,POOL,UNKNOWN,WOOD FRAME/CB,GARAGE,2.0,284816.4,0.07163285442576246,1349.0,340.2012393939088,190800.0,1093.6216216216217,1.6323076923076922
2049,1964.0,60.0,0.49,62.0,26.5,9q9jh,59639.0,6000000.0,0.0973691666666666,Y,NONE,NONE,EXCELLENT,UNKNOWN,GARAGE,1.0,180387.16,0.013,3072.5,77.52644114343136,190800.0,993.9833333333333,1.6125
2071,1965.0,52.0,0.06,94.0,75.0,9q5dt,56000.0,4050000.0,0.0750061728395061,Y,CENTRAL,POOL,GOOD,FRAME,ATTACHED GARAGE,1.0,107676.22,0.013,2534.5,198.76096341288246,190800.0,1076.923076923077,2.2587500000000005
2074,1969.0,114.0,0.5657142857142857,56.0,10.375,9vg5p,107640.0,4000000.0,0.094769,N,CENTRAL,NONE,GOOD,WOOD,UNKNOWN,1.0,237843.9,0.07163285442576246,1335.0,86.46296961424184,459400.0,944.2105263157895,1.511
2076,1972.0,112.0,0.3,65.0,37.0,9v6s9,110784.0,3875000.0,0.0885282580645161,Y,NONE,COMMERCIAL,AVERAGE,WOOD,UNKNOWN,8.0,304082.06,0.07163285442576246,2200.0,118.49648159600737,439000.0,989.1428571428571,2.038888888888889
2077,1981.0,113.0,0.305,53.0,5.5,9vg49,100810.0,4000000.0,0.0872995,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,69257.34,0.07163285442576246,1450.0,62.18321027626775,127400.0,892.1238938053098,2.93
2084,1980.0,196.0,0.6475,40.0,8.8125,9vg5n,166860.0,8200000.0,0.0845434146341463,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,356070.4,0.07163285442576246,1750.0,14.510773470583851,739200.0,851.3265306122449,1.9906666666666666
2089,1979.0,191.0,0.27,48.0,35.0,9vfdn,150734.0,4700000.0,0.056061914893617,Y,NONE,POOL,UNKNOWN,UNKNOWN,UNKNOWN,1.0,255359.91,0.07163285442576246,1450.0,4.9500022021799825,129000.0,789.1832460732984,1.54
2091,1963.0,62.0,0.45,30.0,36.0,9vk2b,50215.0,1600000.0,0.067349475,N,CENTRAL,NONE,AVERAGE,WOOD/STEEL,OFF STREET,3.0,50152.35,0.07163285442576246,1800.0,0.9088514598649451,190800.0,809.9193548387096,1.3499999999999999
2092,1982.0,103.0,0.24,24.0,30.833333333333332,9tbnq,46964.0,3100000.0,0.0585002193548387,Y,NONE,NONE,AVERAGE,STEEL/WOOD,UNKNOWN,7.0,34257.28,0.168,1400.5,120.00780626386504,145700.0,455.9611650485437,1.1333333333333333
2097,1980.0,25.0,0.14,27.0,26.0,dhvru,25147.0,2320000.0,0.0720896077586207,N,CENTRAL,NONE,AVERAGE,FRAME/MASONRY,ATTACHED,5.0,39069.42,0.018,1533.0,58.27347907028816,144000.0,1005.88,1.3837499999999998
2134,2001.0,184.0,0.49,27.0,23.0,djn5v,204618.0,11000000.0,0.054454188344740063,N,CENTRAL,COMMERCIAL,UNKNOWN,WOOD/STEEL,UNKNOWN,14.0,111036.4,0.018,1740.0,25.090046145587444,190800.0,1112.054347826087,1.2149999999999999
2197,1970.0,211.0,0.25,64.0,34.0,9vk1d,215304.0,6350000.0,0.09309923389699234,Y,CENTRAL,Yes,FAIR,WOOD/STEEL,GARAGE,32.0,152179.03,0.07163285442576246,1800.0,120.00780626386504,298300.0,1020.3981042654028,1.407142857142857
2215,1965.0,44.0,0.26,72.0,49.0,9vk14,45588.0,945000.0,0.0924814814814814,N,CENTRAL,INDOOR,AVERAGE,WOOD/STEEL,OFF STREET,4.0,379647.5852830187,0.07163285442576246,1800.0,129.1414640391787,190800.0,1036.090909090909,1.3447826086956522
2220,1980.0,14.0,0.48,24.0,35.07692307692308,9tbr6,7560.0,325000.0,0.0977076923076923,Y,NONE,NONE,AVERAGE,STEEL/WOOD,UNKNOWN,2.0,3597.3,0.12,1750.0,114.12678201285372,190800.0,540.0,3.575
2236,1983.0,276.0,0.335,70.0,37.0,9tbnw,96150.0,7500000.0,0.0775936,Y,NONE,NONE,AVERAGE,STEEL/WOOD,UNKNOWN,16.0,58816.18,0.146,1530.5,11.093865525862194,123200.0,348.3695652173913,1.66
2241,1959.0,100.0,0.47333333333333333,57.0,36.0,9qh0d,58658.0,4550000.0,0.083130989010989,Y,NONE,NONE,UNKNOWN,UNKNOWN,UNKNOWN,1.0,94810.78,0.015,3995.0,1471.0992044445259,473900.0,586.58,1.7433333333333334
2266,1978.0,80.0,0.32285714285714284,62.0,45.0,9q5f8,48189.0,2700000.0,0.0647996296296296,Y,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,40397.82,0.006785714285714288,2295.0,120.00780626386504,257400.0,602.3625,1.4248387096774195
2274,1983.0,364.0,0.5657142857142857,37.0,10.375,9vg5p,225142.0,15000000.0,0.0832272513333333,N,CENTRAL,Yes,GOOD,WOOD,UNKNOWN,1.0,541624.14,0.07163285442576246,1375.0,82.19183468333976,190100.0,618.521978021978,1.511
2280,1977.0,272.0,0.3892307692307692,54.0,47.0,9vk11,226324.0,6250000.0,0.0697088723148148,N,CENTRAL,Yes,AVERAGE,WOOD/STEEL,OFF STREET,25.0,179633.54,0.07163285442576246,1800.0,120.00780626386504,190800.0,832.0735294117648,1.4295
2282,1975.0,56.0,0.14,54.0,31.0,9vk1s,46468.0,880000.0,0.0828477272727272,N,CENTRAL,Yes,GOOD,WOOD/STEEL,OFF STREET,6.0,78978.98,0.07163285442576246,1800.0,7.381263624385777,420200.0,829.7857142857143,1.6033333333333333
2360,2000.0,256.0,0.3,19.0,39.24075664319679,9v6t3,276364.0,21130000.0,0.0508071935636535,N,CENTRAL,CONCRETE,UNKNOWN,UNKNOWN,GARAGE,1.0,813420.32,0.07163285442576246,1440.0,40.26900259233173,190800.0,1079.546875,1.3059999999999998
2447,1987.0,82.0,2.83,8.0,61.0,9q5f7,20754.0,16840000.0,0.04642345955057495,Y,CENTRAL,POOL,UNKNOWN,WOOD,UNKNOWN,1.0,76106.0,0.011,2535.0,120.00780626386504,796800.0,253.09756097560975,2.21
2451,1943.0,392.0,0.38,26.0,39.24075664319679,djmft,333760.0,8500000.0,0.0715454117647058,N,NONE,NONE,AVERAGE,WOOD,UNKNOWN,13.0,236354.93,0.015,1668.0,120.00780626386504,190800.0,851.4285714285714,1.12
2456,1982.0,157.0,0.6233333333333334,96.0,61.0,9q5c9,126238.0,8300000.0,0.0848484337349397,Y,CENTRAL,NONE,AVERAGE,WOOD,UNKNOWN,1.0,169201.31,0.0040789473684210535,2987.5,120.00780626386504,190800.0,804.0636942675159,2.228
